title;regular_price;meta:unit;meta:sqm_per_unit;images;description;short_description;sku;meta:color;meta:length;meta:width;meta:toplayer_height;meta:height;meta:dessin;meta:type;meta:weight_per_sqm;meta:way_of_application;brand;collection;serie;categories;https://test.vloerenraamdecor.nl/import-images/ambiant/description/main_image/description_thumb.jpg
Spigato vivero visgraat Natural oak;59.95;;1.71;;6412.2822.1.9;;'8717003411888';Natural oak;73;14.6;0.55;7;;;;;Ambiant;Spigato vivero visgraat;;"Vloeren > PVC Vloeren > Ambiant > Spigato vivero visgraat; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6412282219/main_image/6412282219_thumb.jpg
Spigato vivero visgraat Smoky;59.95;;1.71;;6412.2821.1.9;;'8717003411871';Smoky;73;14.6;0.55;7;;;;;Ambiant;Spigato vivero visgraat;;"Vloeren > PVC Vloeren > Ambiant > Spigato vivero visgraat; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6412282119/main_image/6412282119_thumb.jpg
Spigato vivero visgraat Warm oak;59.95;;1.71;;6412.2825.1.9;;'8717003411918';Warm oak;73;14.6;0.55;7;;;;;Ambiant;Spigato vivero visgraat;;"Vloeren > PVC Vloeren > Ambiant > Spigato vivero visgraat; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6412282519/main_image/6412282519_thumb.jpg
Supremo Dark grey;59.95;;2.22;;6162.3619.1.9;;'8717003393146';Dark grey;122;22.8;0.55;7;;;;;Ambiant;Supremo;;"Vloeren > PVC Vloeren > Ambiant > Supremo; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6162361919/main_image/6162361919_thumb.jpg
Supremo Grey;59.95;;2.22;;6162.3686.1.9;;'8717003393160';Grey;122;22.8;0.55;7;;;;;Ambiant;Supremo;;"Vloeren > PVC Vloeren > Ambiant > Supremo; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6162368619/main_image/6162368619_thumb.jpg
Supremo Light grey;59.95;;2.22;;6162.3611.1.9;;'8717003393139';Light grey;122;22.8;0.55;7;;;;;Ambiant;Supremo;;"Vloeren > PVC Vloeren > Ambiant > Supremo; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6162361119/main_image/6162361119_thumb.jpg
Supremo Natural oak;59.95;;2.22;;6162.3685.1.9;;'8717003393153';Natural oak;122;22.8;0.55;7;;;;;Ambiant;Supremo;;"Vloeren > PVC Vloeren > Ambiant > Supremo; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6162368519/main_image/6162368519_thumb.jpg
Vivero Beige;59.95;;1.37;;6197.2824.1.9;;'8717003411703';Beige;152.2;22.5;0.55;7;;;;;Ambiant;Vivero;;"Vloeren > PVC Vloeren > Ambiant > Vivero; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6197282419/main_image/6197282419_thumb.jpg
Vivero Dark oak;59.95;;1.37;;6197.2823.1.9;;'8717003393207';Dark oak;152.2;22.5;0.55;7;;;;;Ambiant;Vivero;;"Vloeren > PVC Vloeren > Ambiant > Vivero; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6197282319/main_image/6197282319_thumb.jpg
Vivero Light oak;59.95;;1.37;;6197.2820.1.9;;'8717003393177';Light oak;152.2;22.5;0.55;7;;;;;Ambiant;Vivero;;"Vloeren > PVC Vloeren > Ambiant > Vivero; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6197282019/main_image/6197282019_thumb.jpg
Vivero Natural oak;59.95;;1.37;;6197.2822.1.9;;'8717003393191';Natural oak;152.2;22.5;0.55;7;;;;;Ambiant;Vivero;;"Vloeren > PVC Vloeren > Ambiant > Vivero; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6197282219/main_image/6197282219_thumb.jpg
Vivero Smoky;59.95;;1.37;;6197.2821.1.9;;'8717003393184';Smoky;152.2;22.5;0.55;7;;;;;Ambiant;Vivero;;"Vloeren > PVC Vloeren > Ambiant > Vivero; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6197282119/main_image/6197282119_thumb.jpg
Vivero Warm oak;59.95;;1.37;;6197.2825.1.9;;'8717003411710';Warm oak;152.2;22.5;0.55;7;;;;;Ambiant;Vivero;;"Vloeren > PVC Vloeren > Ambiant > Vivero; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/6197282519/main_image/6197282519_thumb.jpg
Elite Naturel eiken;22.95;;1.996;;5325.6400.1.9;;'8717003397069';Naturel eiken;128.6;19.4;;8;;;;;Ambiant;Elite;;"Vloeren > Laminaat > Ambiant > Elite; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5325640019/main_image/5325640019_thumb.jpg
Elite Grijs eiken;22.95;;1.996;;5325.6401.1.9;;'8717003397076';Grijs eiken;128.6;19.4;;8;;;;;Ambiant;Elite;;"Vloeren > Laminaat > Ambiant > Elite; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5325640119/main_image/5325640119_thumb.jpg
Elite Naturel bruin eiken;22.95;;1.996;;5325.6402.1.9;;'8717003397083';Naturel bruin eiken;128.6;19.4;;8;;;;;Ambiant;Elite;;"Vloeren > Laminaat > Ambiant > Elite; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5325640219/main_image/5325640219_thumb.jpg
Elite Donker bruin eiken;22.95;;1.996;;5325.6403.1.9;;'8717003397090';Donker bruin eiken;128.6;19.4;;8;;;;;Ambiant;Elite;;"Vloeren > Laminaat > Ambiant > Elite; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5325640319/main_image/5325640319_thumb.jpg
Elite Grijs bruin eiken;22.95;;1.996;;5325.6404.1.9;;'8717003397106';Grijs bruin eiken;128.6;19.4;;8;;;;;Ambiant;Elite;;"Vloeren > Laminaat > Ambiant > Elite; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5325640419/main_image/5325640419_thumb.jpg
Elite Beige eiken;22.95;;1.996;;5325.6405.1.9;;'8717003397113';Beige eiken;128.6;19.4;;8;;;;;Ambiant;Elite;;"Vloeren > Laminaat > Ambiant > Elite; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5325640519/main_image/5325640519_thumb.jpg
Karlstad Antiek eiken beige;23.95;;2.694;;5238.2420.1.9;;'8717003295808';Antiek eiken beige;138;24.4;;8;;;;;Ambiant;Karlstad;;"Vloeren > Laminaat > Ambiant > Karlstad; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5238242019/main_image/5238242019_thumb.jpg
Karlstad Doorleeft grenen wit ;23.95;;2.694;;5238.2426.1.9;;'8717003295860';Doorleeft grenen wit ;138;24.4;;8;;;;;Ambiant;Karlstad;;"Vloeren > Laminaat > Ambiant > Karlstad; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5238242619/main_image/5238242619_thumb.jpg
Karlstad Eiken beige;24.95;;2.694;;5044.2421.1.9;;'8717003420347';Eiken beige;138;24.4;;8;;;;;Ambiant;Karlstad;;"Vloeren > Laminaat > Ambiant > Karlstad; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5044242119/main_image/5044242119_thumb.jpg
Karlstad Eiken natuur;24.95;;2.694;;5044.2422.1.9;;'8717003420354';Eiken natuur;138;24.4;;8;;;;;Ambiant;Karlstad;;"Vloeren > Laminaat > Ambiant > Karlstad; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5044242219/main_image/5044242219_thumb.jpg
Karlstad Eiken donker gerookt;24.95;;2.694;;5044.2424.1.9;;'8717003420361';Eiken donker gerookt;138;24.4;;8;;;;;Ambiant;Karlstad;;"Vloeren > Laminaat > Ambiant > Karlstad; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5044242419/main_image/5044242419_thumb.jpg
Karlstad Eiken licht naturel;24.95;;2.694;;5044.2425.1.9;;'8717003420378';Eiken licht naturel;138;24.4;;8;;;;;Ambiant;Karlstad;;"Vloeren > Laminaat > Ambiant > Karlstad; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5044242519/main_image/5044242519_thumb.jpg
Karlstad Eiken lichtgrijs;24.95;;2.694;;5044.2426.1.9;;'8717003420385';Eiken lichtgrijs;138;24.4;;8;;;;;Ambiant;Karlstad;;"Vloeren > Laminaat > Ambiant > Karlstad; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5044242619/main_image/5044242619_thumb.jpg
Karlstad Eiken donkergrijs;24.95;;2.694;;5044.2427.1.9;;'8717003420392';Eiken donkergrijs;138;24.4;;8;;;;;Ambiant;Karlstad;;"Vloeren > Laminaat > Ambiant > Karlstad; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5044242719/main_image/5044242719_thumb.jpg
Karlstad Eiken licht bruin;24.95;;2.694;;5044.3766.1.9;;'8717003420408';Eiken licht bruin;138;24.4;;8;;;;;Ambiant;Karlstad;;"Vloeren > Laminaat > Ambiant > Karlstad; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5044376619/main_image/5044376619_thumb.jpg
Karlstad Eiken grijs beige;24.95;;2.694;;5044.3773.1.9;;'8717003420415';Eiken grijs beige;138;24.4;;8;;;;;Ambiant;Karlstad;;"Vloeren > Laminaat > Ambiant > Karlstad; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5044377319/main_image/5044377319_thumb.jpg
Karlstad Eiken warm bruin;24.95;;2.694;;5044.3860.1.9;;'8717003420422';Eiken warm bruin;138;24.4;;8;;;;;Ambiant;Karlstad;;"Vloeren > Laminaat > Ambiant > Karlstad; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5044386019/main_image/5044386019_thumb.jpg
Karlstad Eiken;24.95;;2.694;;5044.3861.1.9;;'8717003420439';Eiken;138;24.4;;8;;;;;Ambiant;Karlstad;;"Vloeren > Laminaat > Ambiant > Karlstad; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5044386119/main_image/5044386119_thumb.jpg
Karlstad Chur;24.95;;2.694;;5244.3862.1.9;;'8717003302988';Chur;138;24.4;;8;;;;;Ambiant;Karlstad;;"Vloeren > Laminaat > Ambiant > Karlstad; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5244386219/main_image/5244386219_thumb.jpg
Karlstad Davos;24.95;;2.694;;5244.3865.1.9;;'8717003316701';Davos;138;24.4;;8;;;;;Ambiant;Karlstad;;"Vloeren > Laminaat > Ambiant > Karlstad; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5244386519/main_image/5244386519_thumb.jpg
Ingelstad XB Zilver eiken;25.95;;2.249;;5245.2520.1.9;;'8717003397854';Zilver eiken;138;32.6;;8;;;;;Ambiant;Ingelstad XB;;"Vloeren > Laminaat > Ambiant > Ingelstad XB; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5245252019/main_image/5245252019_thumb.jpg
Ingelstad XB Platina eiken;25.95;;2.249;;5245.2521.1.9;;'8717003397861';Platina eiken;138;32.6;;8;;;;;Ambiant;Ingelstad XB;;"Vloeren > Laminaat > Ambiant > Ingelstad XB; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5245252119/main_image/5245252119_thumb.jpg
Ingelstad XB Goud eiken;25.95;;2.249;;5245.2522.1.9;;'8717003397878';Goud eiken;138;32.6;;8;;;;;Ambiant;Ingelstad XB;;"Vloeren > Laminaat > Ambiant > Ingelstad XB; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5245252219/main_image/5245252219_thumb.jpg
Ingelstad XB Brons eiken;25.95;;2.249;;5245.2523.1.9;;'8717003397885';Brons eiken;138;32.6;;8;;;;;Ambiant;Ingelstad XB;;"Vloeren > Laminaat > Ambiant > Ingelstad XB; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5245252319/main_image/5245252319_thumb.jpg
Ingelstad XB Titanium eiken;25.95;;2.249;;5245.2524.1.9;;'8717003397892';Titanium eiken;138;32.6;;8;;;;;Ambiant;Ingelstad XB;;"Vloeren > Laminaat > Ambiant > Ingelstad XB; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5245252419/main_image/5245252419_thumb.jpg
Ingelstad XB Grijs eiken;25.95;;2.249;;5245.2525.1.9;;'8717003397908';Grijs eiken;138;32.6;;8;;;;;Ambiant;Ingelstad XB;;"Vloeren > Laminaat > Ambiant > Ingelstad XB; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5245252519/main_image/5245252519_thumb.jpg
Original Classic Warmbruin eiken;25.95;;2.22;;5494.8601.1.9;;'4042456308909';Warmbruin eiken;128.5;19.2;;8;;;;;Ambiant;Original Classic;;"Vloeren > Laminaat > Ambiant > Original Classic; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5494860119/main_image/5494860119_thumb.jpg
Original Classic Grijsbruin eiken;25.95;;2.22;;5494.8602.1.9;;'4042456308916';Grijsbruin eiken;128.5;19.22;;8;;;;;Ambiant;Original Classic;;"Vloeren > Laminaat > Ambiant > Original Classic; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5494860219/main_image/5494860219_thumb.jpg
Original Classic Naturel eiken;25.95;;2.22;;5494.8603.1.9;;'4042456308886';Naturel eiken;128.5;19.2;;8;;;;;Ambiant;Original Classic;;"Vloeren > Laminaat > Ambiant > Original Classic; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5494860319/main_image/5494860319_thumb.jpg
Original Classic Grijs eiken;25.95;;2.22;;5494.8605.1.9;;'4042456308893';Grijs eiken;128.5;19.2;;8;;;;;Ambiant;Original Classic;;"Vloeren > Laminaat > Ambiant > Original Classic; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5494860519/main_image/5494860519_thumb.jpg
Expression Aqua Donkergrijs;29.95;;2.367;;5022.6394.1.9;;'8717003420286';Donkergrijs;60.4;28;;8;;;;;Ambiant;Expression Aqua;;"Vloeren > Laminaat > Ambiant > Expression Aqua; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5022639419/main_image/5022639419_thumb.jpg
Expression Aqua Middengrijs;29.95;;2.367;;5022.6399.1.9;;'8717003420293';Middengrijs;60.4;28;;8;;;;;Ambiant;Expression Aqua;;"Vloeren > Laminaat > Ambiant > Expression Aqua; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5022639919/main_image/5022639919_thumb.jpg
Expression Aqua Grijsbruin;29.95;;2.367;;5022.6400.1.9;;'8717003420309';Grijsbruin;60.4;28;;8;;;;;Ambiant;Expression Aqua;;"Vloeren > Laminaat > Ambiant > Expression Aqua; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5022640019/main_image/5022640019_thumb.jpg
Expression Aqua Zand;29.95;;2.367;;5022.6401.1.9;;'8717003420316';Zand;60.4;28;;8;;;;;Ambiant;Expression Aqua;;"Vloeren > Laminaat > Ambiant > Expression Aqua; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5022640119/main_image/5022640119_thumb.jpg
Expression Aqua Grijs;29.95;;2.367;;5022.6402.1.9;;'8717003420323';Grijs;60.4;28;;8;;;;;Ambiant;Expression Aqua;;"Vloeren > Laminaat > Ambiant > Expression Aqua; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5022640219/main_image/5022640219_thumb.jpg
Expression Aqua Lichtgrijs;29.95;;2.367;;5022.6403.1.9;;'8717003420330';Lichtgrijs;60.4;28;;8;;;;;Ambiant;Expression Aqua;;"Vloeren > Laminaat > Ambiant > Expression Aqua; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5022640319/main_image/5022640319_thumb.jpg
Superb Eiken bruin;32.95;;1.8;;5252.4791.1.9;;'8717003310143';Eiken bruin;184.5;24.4;;10;;;;;Ambiant;Superb;;"Vloeren > Laminaat > Ambiant > Superb; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5252479119/main_image/5252479119_thumb.jpg
Superb Eiken zilver;32.95;;1.8;;5252.4701.1.9;;'8717003310150';Eiken zilver;184.5;24.4;;10;;;;;Ambiant;Superb;;"Vloeren > Laminaat > Ambiant > Superb; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5252470119/main_image/5252470119_thumb.jpg
Superb Eiken naturel;32.95;;1.8;;5252.4794.1.9;;'8717003310167';Eiken naturel;184.5;24.4;;10;;;;;Ambiant;Superb;;"Vloeren > Laminaat > Ambiant > Superb; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5252479419/main_image/5252479419_thumb.jpg
Superb Licht eiken;32.95;;1.8;;5252.4752.1.9;;'8717003310174';Licht eiken;184.5;24.4;;10;;;;;Ambiant;Superb;;"Vloeren > Laminaat > Ambiant > Superb; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5252475219/main_image/5252475219_thumb.jpg
Marquant Eiken natuur;34.95;;1.238;;5274.3422.1.9;;'8717003364191';Eiken natuur;66.5;13.3;;8;;;;;Ambiant;Marquant;;"Vloeren > Laminaat > Ambiant > Marquant; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5274342219/main_image/5274342219_thumb.jpg
Marquant Eiken donker gerookt;34.95;;1.238;;5274.3424.1.9;;'8717003364160';Eiken donker gerookt;66.5;13.3;;8;;;;;Ambiant;Marquant;;"Vloeren > Laminaat > Ambiant > Marquant; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5274342419/main_image/5274342419_thumb.jpg
Marquant Eiken licht naturel;34.95;;1.238;;5274.3425.1.9;;'8717003364184';Eiken licht naturel;66.5;13.3;;8;;;;;Ambiant;Marquant;;"Vloeren > Laminaat > Ambiant > Marquant; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5274342519/main_image/5274342519_thumb.jpg
Marquant Eiken licht bruin;34.95;;1.238;;5274.4766.1.9;;'8717003364177';Eiken licht bruin;66.5;13.3;;8;;;;;Ambiant;Marquant;;"Vloeren > Laminaat > Ambiant > Marquant; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5274476619/main_image/5274476619_thumb.jpg
Marquant Eiken warm bruin;34.95;;1.238;;5274.4860.1.9;;'8717003364207';Eiken warm bruin;66.5;13.3;;8;;;;;Ambiant;Marquant;;"Vloeren > Laminaat > Ambiant > Marquant; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5274486019/main_image/5274486019_thumb.jpg
Marquant Eiken;34.95;;1.238;;5274.4861.1.9;;'8717003364153';Eiken;66.5;13.3;;8;;;;;Ambiant;Marquant;;"Vloeren > Laminaat > Ambiant > Marquant; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5274486119/main_image/5274486119_thumb.jpg
Impresa Aqua Smoky eiken;36.95;;2.15;;5516.2257.1.9;;'8426924182257';Smoky eiken;133.4;32.2;;8;;;;;Ambiant;Impresa Aqua;;"Vloeren > Laminaat > Ambiant > Impresa Aqua; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5516225719/main_image/5516225719_thumb.jpg
Impresa Aqua Naturel eiken;36.95;;2.15;;5516.2264.1.9;;'8426924182264';Naturel eiken;133.4;32.2;;8;;;;;Ambiant;Impresa Aqua;;"Vloeren > Laminaat > Ambiant > Impresa Aqua; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5516226419/main_image/5516226419_thumb.jpg
Impresa Aqua Licht eiken;36.95;;2.15;;5516.2271.1.9;;'8426924182271';Licht eiken;133.4;32.2;;8;;;;;Ambiant;Impresa Aqua;;"Vloeren > Laminaat > Ambiant > Impresa Aqua; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5516227119/main_image/5516227119_thumb.jpg
Impresa Aqua Beige eiken;36.95;;2.15;;5516.2288.1.9;;'8426924182288';Beige eiken;133.4;32.2;;8;;;;;Ambiant;Impresa Aqua;;"Vloeren > Laminaat > Ambiant > Impresa Aqua; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5516228819/main_image/5516228819_thumb.jpg
Beton Aqua  Grijs;39.95;;2.13;;5316.2806.1.9;;'8426924180871';Grijs;118.4;60.1;;8;;;;;Ambiant;Beton Aqua ;;"Vloeren > Laminaat > Ambiant > Beton Aqua ; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5316280619/main_image/5316280619_thumb.jpg
Beton Aqua  Lichtgrijs;39.95;;2.13;;5316.2807.1.9;;'8426924180901';Lichtgrijs;118.4;60.1;;8;;;;;Ambiant;Beton Aqua ;;"Vloeren > Laminaat > Ambiant > Beton Aqua ; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5316280719/main_image/5316280719_thumb.jpg
Beton Aqua  Taupe;39.95;;2.13;;5316.2808.1.9;;'8426924180895';Taupe;118.4;60.1;;8;;;;;Ambiant;Beton Aqua ;;"Vloeren > Laminaat > Ambiant > Beton Aqua ; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5316280819/main_image/5316280819_thumb.jpg
Beton Aqua  Donkergrijs;39.95;;2.13;;5316.2809.1.9;;'8426924180888';Donkergrijs;118.4;60.1;;8;;;;;Ambiant;Beton Aqua ;;"Vloeren > Laminaat > Ambiant > Beton Aqua ; Vloeren > PVC Vloeren > Ambiant; Vloeren > PVC Vloeren; Vloeren";https://test.vloerenraamdecor.nl/import-images/ambiant/5316280919/main_image/5316280919_thumb.jpg
