title;regular_price;meta:unit;meta:sqm_per_unit;images;description;short_description;sku;meta:color;meta:length;meta:width;meta:toplayer_height;meta:height;meta:dessin;meta:type;meta:weight_per_sqm;meta:way_of_application;brand;collection;serie;categories
Therdex Authentic kleur 15061;49.95;pak;3.484;https://test.vloerenraamdecor.nl/import-images/therdex/15061.jpg;;;T15061;;152.4;22.8;0.55;2.5;registered embossed;;5178;Dryback;Therdexn;Authentic;;"Vloeren > PVC Vloeren > Therdexn > Authentic; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Authentic kleur 15062;49.95;pak;3.484;https://test.vloerenraamdecor.nl/import-images/therdex/15062.jpg;;;T15062;;152.4;22.8;0.55;2.5;registered embossed;;5178;Dryback;Therdexn;Authentic;;"Vloeren > PVC Vloeren > Therdexn > Authentic; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Authentic kleur 15063;49.95;pak;3.484;https://test.vloerenraamdecor.nl/import-images/therdex/15063.jpg;;;T15063;;152.4;22.8;0.55;2.5;registered embossed;;5178;Dryback;Therdexn;Authentic;;"Vloeren > PVC Vloeren > Therdexn > Authentic; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Authentic kleur 15064;49.95;pak;3.484;https://test.vloerenraamdecor.nl/import-images/therdex/15064.jpg;;;T15064;;152.4;22.8;0.55;2.5;registered embossed;;5178;Dryback;Therdexn;Authentic;;"Vloeren > PVC Vloeren > Therdexn > Authentic; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Basic kleur 2010-2;34.95;pak;4.185;https://test.vloerenraamdecor.nl/import-images/therdex/2010.jpg;;;T2010-2;;121.9;22.8;0.3;2;universal embossed;;3452;Dryback;Therdexn;Basic;;"Vloeren > PVC Vloeren > Therdexn > Basic; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Basic kleur 2040-2;34.95;pak;4.185;https://test.vloerenraamdecor.nl/import-images/therdex/2040.jpg;;;T2040-2;;121.9;22.8;0.3;2;universal embossed;;3452;Dryback;Therdexn;Basic;;"Vloeren > PVC Vloeren > Therdexn > Basic; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Basic kleur 2050-2;34.95;pak;4.185;https://test.vloerenraamdecor.nl/import-images/therdex/2050.jpg;;;T2050-2;;121.9;22.8;0.3;2;universal embossed;;3452;Dryback;Therdexn;Basic;;"Vloeren > PVC Vloeren > Therdexn > Basic; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Basic kleur 2060-2;34.95;pak;4.185;https://test.vloerenraamdecor.nl/import-images/therdex/2060.jpg;;;T2060-2;;121.9;22.8;0.3;2;universal embossed;;3452;Dryback;Therdexn;Basic;;"Vloeren > PVC Vloeren > Therdexn > Basic; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Basic kleur 4210-2;34.95;pak;4.185;https://test.vloerenraamdecor.nl/import-images/therdex/4210.jpg;;;T4210-2;;121.9;22.8;0.3;2;universal embossed;;3452;Dryback;Therdexn;Basic;;"Vloeren > PVC Vloeren > Therdexn > Basic; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Basic kleur 4230-2;34.95;pak;4.185;https://test.vloerenraamdecor.nl/import-images/therdex/4230.jpg;;;T4230-2;;121.9;22.8;0.3;2;universal embossed;;3452;Dryback;Therdexn;Basic;;"Vloeren > PVC Vloeren > Therdexn > Basic; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Basic kleur 4250-2;34.95;pak;4.185;https://test.vloerenraamdecor.nl/import-images/therdex/4250.jpg;;;T4250-2;;121.9;22.8;0.3;2;universal embossed;;3452;Dryback;Therdexn;Basic;;"Vloeren > PVC Vloeren > Therdexn > Basic; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Basic kleur 4270-2;34.95;pak;4.185;https://test.vloerenraamdecor.nl/import-images/therdex/4270.jpg;;;T4270-2;;121.9;22.8;0.3;2;universal embossed;;3452;Dryback;Therdexn;Basic;;"Vloeren > PVC Vloeren > Therdexn > Basic; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Chevron kleur 6041;49.95;pak;3.345;https://test.vloerenraamdecor.nl/import-images/therdex/6041.jpg;;;T6041;;60.96;15.24;0.55;2.5;registered embossed;;4315;Dryback;Therdexn;Chevron;;"Vloeren > PVC Vloeren > Therdexn > Chevron; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Chevron kleur 6042;49.95;pak;3.345;https://test.vloerenraamdecor.nl/import-images/therdex/6042.jpg;;;T6042;;60.96;15.24;0.55;2.5;registered embossed;;4315;Dryback;Therdexn;Chevron;;"Vloeren > PVC Vloeren > Therdexn > Chevron; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Chevron kleur 6043;49.95;pak;3.345;https://test.vloerenraamdecor.nl/import-images/therdex/6043.jpg;;;T6043;;60.96;15.24;0.55;2.5;registered embossed;;4315;Dryback;Therdexn;Chevron;;"Vloeren > PVC Vloeren > Therdexn > Chevron; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Chevron kleur 6044;49.95;pak;3.345;https://test.vloerenraamdecor.nl/import-images/therdex/6044.jpg;;;T6044;;60.96;15.24;0.55;2.5;registered embossed;;4315;Dryback;Therdexn;Chevron;;"Vloeren > PVC Vloeren > Therdexn > Chevron; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Chevron kleur 6541;49.95;pak;3.397;https://test.vloerenraamdecor.nl/import-images/therdex/6541.jpg;;;T6541;;57.15;11.43;0.55;2.5;registered embossed;;4315;Dryback;Therdexn;Chevron;;"Vloeren > PVC Vloeren > Therdexn > Chevron; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Chevron kleur 6542;49.95;pak;3.397;https://test.vloerenraamdecor.nl/import-images/therdex/6542.jpg;;;T6542;;57.15;11.43;0.55;2.5;registered embossed;;4315;Dryback;Therdexn;Chevron;;"Vloeren > PVC Vloeren > Therdexn > Chevron; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Chevron kleur 6543;49.95;pak;3.397;https://test.vloerenraamdecor.nl/import-images/therdex/6543.jpg;;;T6543;;57.15;11.43;0.55;2.5;registered embossed;;4315;Dryback;Therdexn;Chevron;;"Vloeren > PVC Vloeren > Therdexn > Chevron; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Chevron kleur 6544;49.95;pak;3.397;https://test.vloerenraamdecor.nl/import-images/therdex/6544.jpg;;;T6544;;57.15;11.43;0.55;2.5;registered embossed;;4315;Dryback;Therdexn;Chevron;;"Vloeren > PVC Vloeren > Therdexn > Chevron; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Chevron kleur 12041;49.95;pak;3.345;https://test.vloerenraamdecor.nl/import-images/therdex/12041.jpg;;;T12041;;121.9;22.8;0.55;2.5;registered embossed;;4315;Dryback;Therdexn;Chevron;;"Vloeren > PVC Vloeren > Therdexn > Chevron; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Chevron kleur 12042;49.95;pak;3.345;https://test.vloerenraamdecor.nl/import-images/therdex/12042.jpg;;;T12042;;121.9;22.8;0.55;2.5;registered embossed;;4315;Dryback;Therdexn;Chevron;;"Vloeren > PVC Vloeren > Therdexn > Chevron; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Chevron kleur 12043;49.95;pak;3.345;https://test.vloerenraamdecor.nl/import-images/therdex/12043.jpg;;;T12043;;121.9;22.8;0.55;2.5;registered embossed;;4315;Dryback;Therdexn;Chevron;;"Vloeren > PVC Vloeren > Therdexn > Chevron; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Chevron kleur 12044;49.95;pak;3.345;https://test.vloerenraamdecor.nl/import-images/therdex/12044.jpg;;;T12044;;121.9;22.8;0.55;2.5;registered embossed;;4315;Dryback;Therdexn;Chevron;;"Vloeren > PVC Vloeren > Therdexn > Chevron; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Chevron Click kleur 6041;59.95;pak;1.08;https://test.vloerenraamdecor.nl/import-images/therdex/6041.jpg;;;TC6041;;74.3;14.5;0.55;6;universal embossed;;;Click;Therdexn;Chevron Click;;"Vloeren > PVC Vloeren > Therdexn > Chevron Click; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Chevron Click kleur 6042;59.95;pak;1.08;https://test.vloerenraamdecor.nl/import-images/therdex/6042.jpg;;;TC6042;;74.3;14.5;0.55;6;universal embossed;;;Click;Therdexn;Chevron Click;;"Vloeren > PVC Vloeren > Therdexn > Chevron Click; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Chevron Click kleur 12041;59.95;pak;1.617;https://test.vloerenraamdecor.nl/import-images/therdex/12041.jpg;;;TC12041;;121.3;22.2;0.55;6;registered embossed;;;Click;Therdexn;Chevron Click;;"Vloeren > PVC Vloeren > Therdexn > Chevron Click; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Chevron Click kleur 12042;59.95;pak;1.617;https://test.vloerenraamdecor.nl/import-images/therdex/12042.jpg;;;TC12042;;121.3;22.2;0.55;6;registered embossed;;;Click;Therdexn;Chevron Click;;"Vloeren > PVC Vloeren > Therdexn > Chevron Click; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Design kleur 15091;49.95;pak;3.468;https://test.vloerenraamdecor.nl/import-images/therdex/15091.jpg;;;T15091;;151.7;22.8;0.55;2.5;universal embossed;;5178;Dryback;Therdexn;Design;;"Vloeren > PVC Vloeren > Therdexn > Design; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Design kleur 15092;49.95;pak;3.468;https://test.vloerenraamdecor.nl/import-images/therdex/15092.jpg;;;T15092;;151.7;22.8;0.55;2.5;universal embossed;;5178;Dryback;Therdexn;Design;;"Vloeren > PVC Vloeren > Therdexn > Design; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Design kleur 15093;49.95;pak;3.468;https://test.vloerenraamdecor.nl/import-images/therdex/15093.jpg;;;T15093;;151.7;22.8;0.55;2.5;universal embossed;;5178;Dryback;Therdexn;Design;;"Vloeren > PVC Vloeren > Therdexn > Design; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Design kleur 15094;49.95;pak;3.468;https://test.vloerenraamdecor.nl/import-images/therdex/15094.jpg;;;T15094;;151.7;22.8;0.55;2.5;universal embossed;;5178;Dryback;Therdexn;Design;;"Vloeren > PVC Vloeren > Therdexn > Design; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Design kleur 15095;49.95;pak;3.468;https://test.vloerenraamdecor.nl/import-images/therdex/15095.jpg;;;T15095;;151.7;22.8;0.55;2.5;universal embossed;;5178;Dryback;Therdexn;Design;;"Vloeren > PVC Vloeren > Therdexn > Design; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Design kleur 15096;49.95;pak;3.468;https://test.vloerenraamdecor.nl/import-images/therdex/15096.jpg;;;T15096;;151.7;22.8;0.55;2.5;universal embossed;;5178;Dryback;Therdexn;Design;;"Vloeren > PVC Vloeren > Therdexn > Design; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Design kleur 15097;49.95;pak;3.468;https://test.vloerenraamdecor.nl/import-images/therdex/15097.jpg;;;T15097;;151.7;22.8;0.55;2.5;universal embossed;;5178;Dryback;Therdexn;Design;;"Vloeren > PVC Vloeren > Therdexn > Design; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Design kleur 4591;49.95;pak;3.763;https://test.vloerenraamdecor.nl/import-images/therdex/4591.jpg;;;T4591;;91.44;45.72;0.55;2.5;universal embossed;;5178;Dryback;Therdexn;Design;;"Vloeren > PVC Vloeren > Therdexn > Design; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Design kleur 4592;49.95;pak;3.763;https://test.vloerenraamdecor.nl/import-images/therdex/4592.jpg;;;T4592;;91.44;45.72;0.55;2.5;universal embossed;;5178;Dryback;Therdexn;Design;;"Vloeren > PVC Vloeren > Therdexn > Design; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Loose Lay kleur 100;59.95;pak;1.6;https://test.vloerenraamdecor.nl/import-images/therdex/100.jpg;;;LL100;;100;20;0.55;5;universal embossed;;9050;Loose Lay;Therdexn;Loose Lay;;"Vloeren > PVC Vloeren > Therdexn > Loose Lay; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Loose Lay kleur 110;59.95;pak;1.6;https://test.vloerenraamdecor.nl/import-images/therdex/110.jpg;;;LL110;;100;20;0.55;5;universal embossed;;9050;Loose Lay;Therdexn;Loose Lay;;"Vloeren > PVC Vloeren > Therdexn > Loose Lay; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Loose Lay kleur 120;59.95;pak;1.6;https://test.vloerenraamdecor.nl/import-images/therdex/120.jpg;;;LL120;;100;20;0.55;5;universal embossed;;9050;Loose Lay;Therdexn;Loose Lay;;"Vloeren > PVC Vloeren > Therdexn > Loose Lay; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Loose Lay kleur 130;59.95;pak;1.6;https://test.vloerenraamdecor.nl/import-images/therdex/130.jpg;;;LL130;;100;20;0.55;5;universal embossed;;9050;Loose Lay;Therdexn;Loose Lay;;"Vloeren > PVC Vloeren > Therdexn > Loose Lay; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Loose Lay kleur 200;59.95;pak;2;https://test.vloerenraamdecor.nl/import-images/therdex/200.jpg;;;LL200;;100;100;0.55;5;universal embossed;;9050;Loose Lay;Therdexn;Loose Lay;;"Vloeren > PVC Vloeren > Therdexn > Loose Lay; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Loose Lay kleur 210;59.95;pak;2;https://test.vloerenraamdecor.nl/import-images/therdex/210.jpg;;;LL210;;100;100;0.55;5;universal embossed;;9050;Loose Lay;Therdexn;Loose Lay;;"Vloeren > PVC Vloeren > Therdexn > Loose Lay; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Loose Lay kleur 220;59.95;pak;2;https://test.vloerenraamdecor.nl/import-images/therdex/220.jpg;;;LL220;;100;100;0.55;5;universal embossed;;9050;Loose Lay;Therdexn;Loose Lay;;"Vloeren > PVC Vloeren > Therdexn > Loose Lay; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Loose Lay kleur 230;59.95;pak;2;https://test.vloerenraamdecor.nl/import-images/therdex/230.jpg;;;LL230;;100;100;0.55;5;universal embossed;;9050;Loose Lay;Therdexn;Loose Lay;;"Vloeren > PVC Vloeren > Therdexn > Loose Lay; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Loose Lay kleur 240;59.95;pak;2;https://test.vloerenraamdecor.nl/import-images/therdex/240.jpg;;;LL240;;100;100;0.55;5;universal embossed;;9050;Loose Lay;Therdexn;Loose Lay;;"Vloeren > PVC Vloeren > Therdexn > Loose Lay; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Loose Lay kleur 250;59.95;pak;2;https://test.vloerenraamdecor.nl/import-images/therdex/250.jpg;;;LL250;;100;100;0.55;5;universal embossed;;9050;Loose Lay;Therdexn;Loose Lay;;"Vloeren > PVC Vloeren > Therdexn > Loose Lay; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Original 1 kleur 7011;49.95;pak;3.345;https://test.vloerenraamdecor.nl/import-images/therdex/7011.jpg;;;T7011;;60.96;15.24;0.55;2.5;registered embossed;;4315;Dryback;Therdexn;Original;;"Vloeren > PVC Vloeren > Therdexn > Original; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Original 1 kleur 7012;49.95;pak;3.345;https://test.vloerenraamdecor.nl/import-images/therdex/7012.jpg;;;T7012;;60.96;15.24;0.55;2.5;registered embossed;;4315;Dryback;Therdexn;Original;;"Vloeren > PVC Vloeren > Therdexn > Original; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Original 1 kleur 7013;49.95;pak;3.345;https://test.vloerenraamdecor.nl/import-images/therdex/7013.jpg;;;T7013;;60.96;15.24;0.55;2.5;registered embossed;;4315;Dryback;Therdexn;Original;;"Vloeren > PVC Vloeren > Therdexn > Original; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Original 1 kleur 7014;49.95;pak;3.345;https://test.vloerenraamdecor.nl/import-images/therdex/7014.jpg;;;T7014;;60.96;15.24;0.55;2.5;registered embossed;;4315;Dryback;Therdexn;Original;;"Vloeren > PVC Vloeren > Therdexn > Original; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Original 1 kleur 15011;49.95;pak;3.468;https://test.vloerenraamdecor.nl/import-images/therdex/15011.jpg;;;T15011;;151.7;22.8;0.55;2.5;registered embossed;;5178;Dryback;Therdexn;Original;;"Vloeren > PVC Vloeren > Therdexn > Original; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Original 1 kleur 15012;49.95;pak;3.468;https://test.vloerenraamdecor.nl/import-images/therdex/15012.jpg;;;T15012;;151.7;22.8;0.55;2.5;registered embossed;;5178;Dryback;Therdexn;Original;;"Vloeren > PVC Vloeren > Therdexn > Original; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Original 1 kleur 15013;49.95;pak;3.468;https://test.vloerenraamdecor.nl/import-images/therdex/15013.jpg;;;T15013;;151.7;22.8;0.55;2.5;registered embossed;;5178;Dryback;Therdexn;Original;;"Vloeren > PVC Vloeren > Therdexn > Original; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Original 1 kleur 15014;49.95;pak;3.468;https://test.vloerenraamdecor.nl/import-images/therdex/15014.jpg;;;T15014;;151.7;22.8;0.55;2.5;registered embossed;;5178;Dryback;Therdexn;Original;;"Vloeren > PVC Vloeren > Therdexn > Original; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Original 1 kleur 15021;49.95;pak;3.468;https://test.vloerenraamdecor.nl/import-images/therdex/15021.jpg;;;T15021;;151.7;22.8;0.55;2.5;registered embossed;;5178;Dryback;Therdexn;Original;;"Vloeren > PVC Vloeren > Therdexn > Original; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Original 1 kleur 15022;49.95;pak;3.468;https://test.vloerenraamdecor.nl/import-images/therdex/15022.jpg;;;T15022;;151.7;22.8;0.55;2.5;registered embossed;;5178;Dryback;Therdexn;Original;;"Vloeren > PVC Vloeren > Therdexn > Original; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Original 1 kleur 15023;49.95;pak;3.468;https://test.vloerenraamdecor.nl/import-images/therdex/15023.jpg;;;T15023;;151.7;22.8;0.55;2.5;registered embossed;;5178;Dryback;Therdexn;Original;;"Vloeren > PVC Vloeren > Therdexn > Original; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Original 1 kleur 15024;49.95;pak;3.468;https://test.vloerenraamdecor.nl/import-images/therdex/15024.jpg;;;T15024;;151.7;22.8;0.55;2.5;registered embossed;;5178;Dryback;Therdexn;Original;;"Vloeren > PVC Vloeren > Therdexn > Original; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
Therdex Original 2 kleur 7541;49.95;pak;3.484;https://test.vloerenraamdecor.nl/import-images/therdex/7541.jpg;;;T7541;;76.2;15.24;0.55;2.5;registered embossed;;4315;Dryback;Therdexn;Original;;"Vloeren > PVC Vloeren > Therdexn > Original; Vloeren > PVC Vloeren > Therdexn; Vloeren > PVC Vloeren; Vloeren"
